S;MuR;SigmaR;MuD;SigmaD;MuA;SigmaA;RhoA;MuB;SigmaB;Intra;SelfReg;scaling;DistB;ParsID;Feasible;Eigenvalue;Stable;Type
20;1;0;1;0;0;0,4444444444444444;0;0;0;None;Quadratic;FALSE;Normal;0,69168356945738196;1;1,02909532316554841;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,4444444444444444;0;0;0;None;Quadratic;FALSE;Normal;0,69168356945738196;1;0,77393310574735574;FALSE;Constrained HOIs
20;1;0;1;0;0;0,4444444444444444;1;0;0;None;Quadratic;FALSE;Normal;0,83795192046090961;1;2,87777860983056488;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,4444444444444444;1;0;0;None;Quadratic;FALSE;Normal;0,83795192046090961;1;2,72266886703931821;FALSE;Constrained HOIs
20;1;0;1;0;0;0,5000000000000000;-1;0;0;None;Quadratic;FALSE;Normal;0,84830110403709114;1;-0,99999999999999911;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,5000000000000000;-1;0;0;None;Quadratic;FALSE;Normal;0,84830110403709114;1;0,96849378643980377;FALSE;Constrained HOIs
20;1;0;1;0;0;0,5000000000000000;0;0;0;None;Quadratic;FALSE;Normal;0,74506197101436555;1;0,65239929385154072;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,5000000000000000;0;0;0;None;Quadratic;FALSE;Normal;0,74506197101436555;1;0,95902841852994225;FALSE;Constrained HOIs
20;1;0;1;0;0;0,5000000000000000;1;0;0;None;Quadratic;FALSE;Normal;0,32016570074483752;1;2,55545218720952549;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,5000000000000000;1;0;0;None;Quadratic;FALSE;Normal;0,32016570074483752;1;2,54681495428290194;FALSE;Constrained HOIs
20;1;0;1;0;0;0,0000000000000000;-1;0;0;None;Quadratic;FALSE;Normal;0,50191535684280097;1;-1,00000000000000000;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,0000000000000000;-1;0;0;None;Quadratic;FALSE;Normal;0,50191535684280097;1;-1,00000000000000000;TRUE;Constrained HOIs
20;1;0;1;0;0;0,0000000000000000;0;0;0;None;Quadratic;FALSE;Normal;0,31299674161709845;1;-1,00000000000000000;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,0000000000000000;0;0;0;None;Quadratic;FALSE;Normal;0,31299674161709845;1;-1,00000000000000000;TRUE;Constrained HOIs
20;1;0;1;0;0;0,0000000000000000;1;0;0;None;Quadratic;FALSE;Normal;0,90366946696303785;1;-1,00000000000000000;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,0000000000000000;1;0;0;None;Quadratic;FALSE;Normal;0,90366946696303785;1;-1,00000000000000000;TRUE;Constrained HOIs
20;1;0;1;0;0;0,0555555555555556;-1;0;0;None;Quadratic;FALSE;Normal;0,90349372616037726;1;-0,99999999999999800;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,0555555555555556;-1;0;0;None;Quadratic;FALSE;Normal;0,90349372616037726;1;-0,76280923022597646;TRUE;Constrained HOIs
20;1;0;1;0;0;0,0555555555555556;0;0;0;None;Quadratic;FALSE;Normal;0,25123318750411272;1;-0,82179079426343460;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,0555555555555556;0;0;0;None;Quadratic;FALSE;Normal;0,25123318750411272;1;-0,82133564837533035;TRUE;Constrained HOIs
20;1;0;1;0;0;0,0555555555555556;1;0;0;None;Quadratic;FALSE;Normal;0,93186568142846227;1;-0,59357895125915772;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,0555555555555556;1;0;0;None;Quadratic;FALSE;Normal;0,93186568142846227;1;-0,60668502213931852;TRUE;Constrained HOIs
20;1;0;1;0;0;0,1111111111111111;-1;0;0;None;Quadratic;FALSE;Normal;0,46277072257362306;1;-0,99999999999999933;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,1111111111111111;-1;0;0;None;Quadratic;FALSE;Normal;0,46277072257362306;1;-0,67052124879158626;TRUE;Constrained HOIs
20;1;0;1;0;0;0,1111111111111111;0;0;0;None;Quadratic;FALSE;Normal;0,06598467496223748;1;-0,45210649176584572;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,1111111111111111;0;0;0;None;Quadratic;FALSE;Normal;0,06598467496223748;1;-0,48692180484930536;TRUE;Constrained HOIs
20;1;0;1;0;0;0,1111111111111111;1;0;0;None;Quadratic;FALSE;Normal;0,13671928457915783;1;-0,17546626754840550;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,1111111111111111;1;0;0;None;Quadratic;FALSE;Normal;0,13671928457915783;1;-0,26770002549347205;TRUE;Constrained HOIs
20;1;0;1;0;0;0,1666666666666667;-1;0;0;None;Quadratic;FALSE;Normal;0,77781671099364758;1;-0,99999999999999889;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,1666666666666667;-1;0;0;None;Quadratic;FALSE;Normal;0,77781671099364758;1;-0,40406502035419889;TRUE;Constrained HOIs
20;1;0;1;0;0;0,1666666666666667;0;0;0;None;Quadratic;FALSE;Normal;0,53321084566414356;1;-0,32580125923630565;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,1666666666666667;0;0;0;None;Quadratic;FALSE;Normal;0,53321084566414356;1;-0,30251035858612224;TRUE;Constrained HOIs
20;1;0;1;0;0;0,1666666666666667;1;0;0;None;Quadratic;FALSE;Normal;0,10592510271817446;1;0,35419427481441584;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,1666666666666667;1;0;0;None;Quadratic;FALSE;Normal;0,10592510271817446;1;0,26451611052452684;FALSE;Constrained HOIs
20;1;0;1;0;0;0,2222222222222222;-1;0;0;None;Quadratic;FALSE;Normal;0,36687387339770794;1;-0,99999999999999822;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,2222222222222222;-1;0;0;None;Quadratic;FALSE;Normal;0,36687387339770794;1;-0,38484220816612480;TRUE;Constrained HOIs
20;1;0;1;0;0;0,2222222222222222;0;0;0;None;Quadratic;FALSE;Normal;0,61577587295323610;1;-0,05970360711831993;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,2222222222222222;0;0;0;None;Quadratic;FALSE;Normal;0,61577587295323610;1;-0,14034915872287565;TRUE;Constrained HOIs
20;1;0;1;0;0;0,2222222222222222;1;0;0;None;Quadratic;FALSE;Normal;0,29024173761717975;1;0,44608068022422176;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,2222222222222222;1;0;0;None;Quadratic;FALSE;Normal;0,29024173761717975;1;0,43869507938059038;FALSE;Constrained HOIs
20;1;0;1;0;0;0,2777777777777778;-1;0;0;None;Quadratic;FALSE;Normal;0,37048490089364350;1;-0,99999999999999889;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,2777777777777778;-1;0;0;None;Quadratic;FALSE;Normal;0,37048490089364350;1;-0,42741777452820051;TRUE;Constrained HOIs
20;1;0;1;0;0;0,2777777777777778;0;0;0;None;Quadratic;FALSE;Normal;0,07887587137520313;1;0,19944005570865564;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,2777777777777778;0;0;0;None;Quadratic;FALSE;Normal;0,07887587137520313;1;0,25569307969355859;FALSE;Constrained HOIs
20;1;0;1;0;0;0,2777777777777778;1;0;0;None;Quadratic;FALSE;Normal;0,02854797570034862;1;0,95014365121212863;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,2777777777777778;1;0;0;None;Quadratic;FALSE;Normal;0,02854797570034862;1;0,86469038223043493;FALSE;Constrained HOIs
20;1;0;1;0;0;0,3333333333333333;-1;0;0;None;Quadratic;FALSE;Normal;0,78595954948104918;1;-0,99999999999999778;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,3333333333333333;-1;0;0;None;Quadratic;FALSE;Normal;0,78595954948104918;1;0,05030922980651699;FALSE;Constrained HOIs
20;1;0;1;0;0;0,3333333333333333;0;0;0;None;Quadratic;FALSE;Normal;0,09305624407716095;1;0,46502301042046207;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,3333333333333333;0;0;0;None;Quadratic;FALSE;Normal;0,09305624407716095;1;0,43476757997566284;FALSE;Constrained HOIs
20;1;0;1;0;0;0,3333333333333333;1;0;0;None;Quadratic;FALSE;Normal;0,36545319599099457;1;1,57583366281238058;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,3333333333333333;1;0;0;None;Quadratic;FALSE;Normal;0,36545319599099457;1;1,58723781615058601;FALSE;Constrained HOIs
20;1;0;1;0;0;0,3888888888888888;-1;0;0;None;Quadratic;FALSE;Normal;0,80974825634621084;1;-0,99999999999999856;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,3888888888888888;-1;0;0;None;Quadratic;FALSE;Normal;0,80974825634621084;1;0,39862339538797226;FALSE;Constrained HOIs
20;1;0;1;0;0;0,3888888888888888;0;0;0;None;Quadratic;FALSE;Normal;0,31196764786727726;1;0,57832117575153486;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,3888888888888888;0;0;0;None;Quadratic;FALSE;Normal;0,31196764786727726;1;0,87059997859889204;FALSE;Constrained HOIs
20;1;0;1;0;0;0,3888888888888888;1;0;0;None;Quadratic;FALSE;Normal;0,71966151497326791;1;1,91117644511839768;FALSE;Feasible Pairwise
20;1;0;1;0;0;0,3888888888888888;1;0;0;None;Quadratic;FALSE;Normal;0,71966151497326791;1;1,84952742036763906;FALSE;Constrained HOIs
20;1;0;1;0;0;0,4444444444444444;-1;0;0;None;Quadratic;FALSE;Normal;0,18166415579617023;1;-0,99999999999999889;TRUE;Feasible Pairwise
20;1;0;1;0;0;0,4444444444444444;-1;0;0;None;Quadratic;FALSE;Normal;0,18166415579617023;1;0,56359292817393614;FALSE;Constrained HOIs
20;1;0;1;0;0;0,4444444444444444;0;0;0;None;Quadratic;FALSE;Normal;0,65292507573030889;1;0,57839559862502155;FALSE;Feasible Pairwise
